source,result,similar
camera[-3],camera,1
"size[-2],camera[+2]",,1
camera[+3],camera,1
card[-2],card,1
,card,0
"memory[-1],battery[-1]",card,0
picture[-2],other,0
camera[+3],camera,1
camera[+2],camera,1
"size[+2],camera[+2]",it,0
,it,0
,,1
,it,0
"cover[+2],lens[+2]",,1
picture quality[-2],i,1
"picture quality[+3],size[+3],price[+3]",quality,1
,,1
,,1
battery[-2],battery,1
battery[-2],span,0
,work,0
,you,0
zoom[-2],function,0
length[-2],zoom,0
,,1
zoom[-2],you,0
start-up[-2],,1
flash[-2],flash,1
room[-2],be,0
macro[-2],function,0
focus[-2],auto-focus,0
,,1
focus[+2],shot,0
,these,0
,it,0
camera[+2],you,0
,choice,0
,,1
,,1
,,1
,,1
,camera,0
,,1
,,1
,it,0
button[-2],glass,0
size[-2],tip,0
picture[-2],delay,0
autofocus[-2],system,0
,card,0
,card,0
camera[-2],you,0
,it,0
,it,0
,it,0
picture[+3],paper,0
,it,0
,,1
camera[+3],you,0
"picture[+2],resolution[+2]",,1
,,1
,,1
software[+2],,1
,,1
battery[+1],,1
camera[+2],camera,1
,,1
,still,0
camera[+3],it,0
,,1
,i,0
,it,0
,i,0
camera[+2],camera,1
,it,0
exposure[+1],which,0
flash[+2],mode,0
zoom[-1],camera,0
"body[+2],quality[+2]",body,1
body[+2],card,0
,,1
,screen,0
design[-2],flaw,0
,screen,0
,you,0
,this,0
"mode[+3],flash[+3],camera[+3]",eye,0
,,1
,card,0
,,1
picture[+2],camera,0
,resolution,0
,,1
,,1
,,1
zoom[-3],zoom,1
,,1
,,1
,dsc-p1,0
camera[-2],camera,1
,,1
,that,0
battery[+2],stuff,0
panorama setting[+3],setting,1
memory[+2],,1
picture[-1],picture,1
flash[+1],,1
,s300,0
mode[-1],mode,1
"mode[+2],resolution[+2]",1024x768,0
,price,0
camera[+3],new,0
,reader,0
,software,0
software[-2],software,1
software[-2],camera,0
,,1
memory[-2],card,0
price[+3],,1
,,1
price[+3],,1
camera[+3],,1
,image,0
,apple,0
,button,0
battery[+2],saver,0
,,1
camera[+2],which,0
quality[+2],,1
,it,0
,i,0
,we,0
"exposure[+2],printer[+2],camera[+2]",job,0
,zoom,0
"resolution[+1],camera[+1]",i,1
camera[+3],dc240,0
camera[+2],i,0
software[+2],software,1
,ex,0
software[+2],shot,0
"camera[+1],case[+1],battery[+1]",,1
,control,0
,i,0
,,1
"picture[+3],rendering[+3]",rendering,1
"size[+2],case[+1],picture[+1],quality[+1],software[+2]",software,1
"size[+3],camera[+2],design[+2]",choice,0
"camera[+1],battery[+1],quality[+1]",it,1
,i,0
,,1
,,1
,,1
,,1
,,1
,it,0
"product[+3],capability[+3]",i,1
,this,0
product[+3],this,0
,photographer,0
jewel[+2],,1
"usability[+2],performance[+2],expandability[+2],looks[+3],product[+2]",,1
,,1
,,1
,card,0
"camera[+2],software[+2]",i,0
,it,0
software[+2],,1
"camera[+1],picture[+2],battery[+1]",viewfinder,0
battery[-2],battery,1
picture[-1],i,1
"balance[+3],focus[+2]",focus,1
,,1
,,1
,photoshopp,0
"camera[+2],pic[+2]",camera,1
camera[-2],processing,0
picture[-2],it,0
,camera,0
,i,0
,camera,0
,i,0
,elph,0
camera[+3],this,0
,it,0
charger[-1],charger,1
,it,0
,shoot,0
"shot[+2],camera[+2],screen[+2]",screen,1
"zoom[+2],lens[+1]",,1
software[+2],software,1
,system,0
,i,0
,,1
,that,0
,card,0
,image,0
case[+2],card,0
,card,0
,,1
price[+2],elph,0
camera[+2],camera,1
,,1
,rendition,0
,,1
,,1
image[+2],pocket,0
,,1
,which,0
,mode,0
camera[+3],this,0
,it,0
len[+1],cap,0
metal[+1],metal,1
,turn-on,0
mode[-1],mode,1
mode[-1],you,0
auto color balance[-1],balance,1
adjustment[+1],adjustment,1
,dc260,0
camera[+1],mode,0
"lcd[+1],battery[+1]",lcd,1
mode[+2],mode,1
,,1
,card,0
,it,0
"auto mode[+1],camera[+1]",mode,1
manual mode[+1],focus,0
,print,0
camera[+1],,1
jewel[-1],it,0
,,1
,,1
,,1
,,1
,pocket,0
picture[+3],quality,0
,proof,0
manual[-1],i,0
,,1
,picture,0
,,1
,case,0
software[+3],package,0
tft screen[+1],screen,1
,,1
,it,0
picture[+2],picture,1
button[-1],watch,0
size[-1],size,1
,,1
,s100,0
,,1
,post,0
"casing[+2],camera[+2]",camera,1
,bandwagon,0
,love,0
,,1
control[+2],they,0
camera[+2],this,0
,module,0
,shot,0
zoom[+1],zoom,1
"capacity[+2],capability[+2]",inventory,0
,image,0
,outfit,0
,quality,0
,it,0
,what,0
"battery[+1],memory[+1]",card,0
,result,0
,it,0
"picture[+2],camera[+2]",elph,0
picture[+2],,1
size[+3],love,0
,battery,0
picture[-1],function,0
,i,0
,,1
,,1
,card,0
,reader,0
,,1
,,1
,biz,0
"camera[-1],case[-1]",they,0
,camera,0
,s100,0
,,1
,result,0
,,1
camera[+2],camera,1
,,1
,feature,0
,you,0
"picture[+3],camera[+2]",camera,1
"price[+2],feature[+2],size[+2]",point,0
,,1
,i,0
size[+3],,1
camera[+1],,1
